id_tweet,texto_tweet,texto_limpo,cluster,tsne_x,tsne_y
1971732874522251548,"Twitter resumido:
Ódio á minorias
Suicídio",twitter resumido ódio minorias suicídio,1,12.103811,-21.965858
1971732868687974711,Eu vou ficar maluca eu só penso em sexo eu quero me matar sexo e suicídio é só o que passa na minha cabeça,vou ficar maluca penso sexo quero matar sexo suicídio passa cabeça,1,-1.6169658,-20.061174
1971732669638889947,gente mas o suicidio,gente suicidio,1,-9.480723,-24.39818
1971732556128440689,"acho a conscientização sobre depressão e suicídio um assunto que deveria ser tratado tds os dias e de forma séria, ser falado nas escolas de forma mais aberta que proporcionasse um ambiente mais seguro para falar sobre o assunto",acho conscientização sobre depressão suicídio assunto deveria tratado tds dias forma séria falado escolas forma aberta proporcionasse ambiente seguro falar sobre assunto,1,16.340864,25.744507
1971732088308339077,Ai meu Deus o suicidio do just in biba vai acontecer nas próximas 78 horas,deus suicidio just biba vai acontecer próximas horas,1,-10.424703,-21.79186
1971732062072983739,"ou eu cometo um homicídio ou um suicídio, a segunda opção tá me parecendo a mais ideal pra situação 😍",cometo homicídio suicídio segunda opção parecendo ideal pra situação,1,9.440566,-26.1341
1971731965658517740,"@FOFOQUEl Aí não é ser arriscar... 
É suicídio",arriscar suicídio,1,9.990757,-23.416174
1971731149241438265,suicidio adiado ein galera agora fica pra fevereiro https://t.co/n4YcfeT75V,suicidio adiado ein galera agora fica pra fevereiro,1,-14.973111,-28.52965
1971730914909864167,@fictionsw1fe suicidio em pleno setembro amarelo SIM!,suicidio pleno setembro amarelo sim,1,-12.2560005,-18.864962
1971730735448166577,eu quero me matar (acabei de ter uma palestra sobre suicídio),quero matar acabei ter palestra sobre suicídio,0,9.8433075,-18.979557
1971730249294795116,Fazendo bolo pq não posso tentar suicídio e ficar uma semana em coma 💔 https://t.co/Qjt3uGqkhY,fazendo bolo posso tentar suicídio ficar semana coma,1,21.030128,-7.5356603
1971730057631813849,vontade imensa de cometer suicídio https://t.co/8QzgajkDSz,vontade imensa cometer suicídio,1,-3.6781569,-24.013176
1971729762424123571,@lina_k72 Vc tem q ser mt babaca e hipócrita por achar que minha tentativa se suicídio foi sobre vc e as amiguinhas,babaca hipócrita achar tentativa suicídio sobre amiguinhas,1,11.384684,-26.912619
1971729695751446796,Juro que se eu não tivesse minha filha eu cometeria suicídio,juro filha cometeria suicídio,1,-2.1035903,-26.2352
1971729630236496189,"""Obrigado por me dar a chance de poder viver o ensino médio que eu nunca tive.""

Meu suicídio tá marcado as 23:99 https://t.co/KexVo6Pfky https://t.co/LpnWKcNq4z",obrigado dar chance poder viver ensino médio nunca suicídio marcado,1,21.170694,16.10555
1971729380272754740,"""Para vcs dois concordarem devo estar a beira do suicídio""- WEBBER, Richard",vcs dois concordarem devo beira suicídio webber richard,1,-8.555,-20.35709
1971729321384726942,@ZAMENZA Isso explica a tentativa de suicídio do Abel né.,explica tentativa suicídio abel,1,11.428525,-26.871168
1971729154975600990,suicídio,suicídio,1,9.99087,-23.416857
1971728420657942821,Suicídio agendado para hoje às 23h55,suicídio agendado hoje,1,8.223824,-25.023132
1971727923565756462,To pensando em suicídio,pensando suicídio,1,9.360992,-16.838776
1971727670846402647,estarei cometendo suicídio em live no insta em 15 minutos,estarei cometendo suicídio live insta minutos,1,-27.106041,20.556047
1971727409885204523,De vez em quando o suicídio é a solução,vez suicídio solução,1,14.519364,-27.175024
1971727363978547607,Fazia uma terapia em vez de um quase suicídio https://t.co/Yw5bnHC7PK,fazia terapia vez quase suicídio,1,13.164994,-21.811989
1971727321817370635,@desireerugani Tão literalmente querendo fazer um suicídio em massa,tão literalmente querendo fazer suicídio massa,1,1.0710188,-10.080268
1971727029768016285,pra mim essa é uma grande propaganda anti suicidio https://t.co/b6IoNXUZwC,pra mim grande propaganda anti suicidio,1,-9.4190445,-22.114183
1971726976877842615,motivo de suicídio: https://t.co/yseuRKqD9T,motivo suicídio,1,-7.0522485,-21.769894
1971726964756304275,suicídio adiado https://t.co/MmDqsW1pUk,suicídio adiado,1,-15.521167,-29.201544
1971726947043639544,"@grok @NarradorCripto @newsandufology Não é só liberar ou proibir armas. Nos EUA a maioria das mortes é suicídio, no Brasil são homicídios ligados a crime organizado. Lá há mais armas, mas menos homicídios. Aqui temos facções, desigualdade e falhas institucionais. Comparar sem contexto distorce a realidade",liberar proibir armas eua maioria mortes suicídio brasil homicídios ligados crime organizado armas menos homicídios aqui facções desigualdade falhas institucionais comparar contexto distorce realidade,1,15.222429,7.2314057
1971726915045413170,"eu vo ter aula amanhã (sábado) vo mi mata, daqui a pouco sai a carta de suicídio gebte",ter aula amanhã sábado mata daqui pouco sai carta suicídio gebte,1,10.661407,30.501627
1971726840759984273,"minha ""mãe"" ainda vai fazer eu cometer um suicídio lindo, e eu já tô vendo isso se aproximar ja",mãe ainda vai fazer cometer suicídio lindo vendo aproximar,1,-3.1783419,-23.0857
1971726039484403751,@PedroPfff @kellykvsf @schlickmannre Ficam juntos pq se misturar com os outros presos acabam cometendo suicidio forçado kkkkkkkkkkkkkk,ficam juntos misturar outros presos acabam cometendo suicidio forçado kkkkkkkkkkkkkk,1,7.7767377,11.452969
1971725664857608534,"Motivos pela qual já tentaram me cancelar (e se conseguiram):

Gorda (conseguiram)
Elitista (tão tentando, mas conseguiram uma vez)
Trasfobica (não rolou)
Grossa (conseguiram)
Edita bc (tentam)
Falso suicídio (não rolou)
Fala mal das amgs (não rolou)
Mente peso (não rolou)",motivos tentaram cancelar conseguiram gorda conseguiram elitista tão tentando conseguiram vez trasfobica rolou grossa conseguiram edita tentam falso suicídio rolou fala mal amgs rolou mente peso rolou,1,14.884001,-18.272717
1971725544229347388,acho que o jeito é cometer suicidio,acho jeito cometer suicidio,1,-5.009346,-24.160557
1971725427564781999,"Eu penso muito no suicídio, mas eu n quero morrer, quero ser uma pessoa normal e nao sofrer com tudo da forma que eu sofro",penso suicídio quero morrer quero pessoa normal nao sofrer tudo forma sofro,3,-11.874805,8.933226
1971725280944492617,@Haddad20224 @Ricardo18659 @JHdaFonseca @grok Se calou kkkkkkk uma droga mata mais q arma de fogo… e olhe q suicidio mata mais q homicídios,calou kkkkkkk droga mata arma fogo olhe suicidio mata homicídios,1,10.762745,15.221803
1971724884557668635,"@senshi_real Kamaitachi -cafe das 6,chamas da vida, manual do suicídio/ domingo a noite/ Billy Eilish o love you/505/tô com saudade da nossa amizade.",kamaitachi cafe chamas vida manual suicídio domingo noite billy eilish love youtô saudade amizade,1,3.4623487,9.863677
1971724757977780594,suicídio coletivo https://t.co/IBKtwpOASf,suicídio coletivo,1,7.7199717,-28.41551
1971724419296121173,2 vzs mds nunca mais eu cogito o suicídio https://t.co/yvrkv4iezp,vzs mds nunca cogito suicídio,1,-23.04625,14.699271
1971724309103272090,@t0xiclogs Ela acabou de dar RT em um video de uma moça cometendo suicídio,acabou dar video moça cometendo suicídio,1,-3.1791213,32.904984
1971724292175155520,@ElieteGervasio Cometeu suicidio,cometeu suicidio,1,-9.555814,-24.341341
1971723707627589748,"@sts_jose @JHdaFonseca Concordo com vc 
No USA é tradição cultural no
Brasil não 
Aqui o pessoal está matando a ex mulher a ex namorada 
Aki um delegado federal matou a ex mulher no apartamento  e virou deputado federal 
O delegado forjou o suicidio da ex mulher 
A PC  a MPF foi manipulado ok",concordo usa tradição cultural brasil aqui pessoal matando mulher namorada aki delegado federal matou mulher apartamento virou deputado federal delegado forjou suicidio mulher mpf manipulado,1,24.610811,-2.4887261
1971723416853209405,@yeopeitos suicidio adiado carolinha deu tudo certo,suicidio adiado carolinha deu tudo certo,1,-15.01802,-28.084461
1971723338579112220,@Hexedswallow @unemploymentss Vou te salvar do suicídio com meu stand,vou salvar suicídio stand,0,9.405927,-23.822832
1971722244662480968,q vida sem sentido não ter corrida esse fim de semana (sendo q quando tem tenho q me convencer q suicidio não resolve nada),vida sentido ter corrida fim semana sendo convencer suicidio resolve nada,1,11.989759,-16.201427
1971722033684988308,SUICIDIO COLETIVO HOJE PQP EU NAO ACREDITO https://t.co/YN2kesKa0O,suicidio coletivo hoje pqp nao acredito,1,6.445081,-28.90767
1971721843326566685,o meu irmão ter a minha sobrinha foi a melhor campanha anti suicídio que ele podia ter feito por mim,irmão ter sobrinha melhor campanha anti suicídio podia ter feito mim,1,14.9507,-21.738346
1971721344208589256,pump de glúteo melhor campanha anti suicídio existente https://t.co/MhernG9dDj,pump glúteo melhor campanha anti suicídio existente,1,14.886715,-21.790766
1971721031682539949,"@claudioaq @ducavendish Um parricídio político seguido de suicídio eleitoral sendo feito ao vivo.

Um candidato forte, que é popular em um Estado com 40 milhões de habitantes, inclusive na capital, sendo trocado por um candidato fraco, impopular, e que terá que fazer a campanha pela internet.

Insano.",parricídio político seguido suicídio eleitoral sendo feito vivo candidato forte popular estado milhões habitantes inclusive capital sendo trocado candidato fraco impopular fazer campanha internet insano,1,18.68433,-10.177694
1971720949801406538,@BraiaOBacana 🚨 suicídio proibido até dia 26 de outubro 🚨,suicídio proibido dia outubro,1,-7.1067224,-17.802118
1971720870155747598,@BiaCooperFofa @martelinii5 miga véi na conta da menina tem um monte de gente cometendo suicídio e umas mina mt esquelética aí credo,miga véi conta menina monte gente cometendo suicídio umas mina esquelética credo,1,14.944707,-23.423805
1971720697597907278,"Terra Agora
- Setembro Amarelo, a realidade do suicídio entre homens no Brasil.
#Brazil https://t.co/hiBXIw5xc5",terra agora setembro amarelo realidade suicídio homens brasil brazil,1,-13.123273,-18.437006
1971720564449632282,"@kccsharmony não pode, ainda estamos no setembro amarelo, liberado suicidio apenas no dia 01/10 kkkkkkk",pode ainda setembro amarelo liberado suicidio apenas dia kkkkkkk,1,-11.736716,-19.33659
1971720303102541836,suicidio coletivo as 23:99 pra fechar o setembro amarelo com chave de ouro https://t.co/JmNvCFTWo5,suicidio coletivo pra fechar setembro amarelo chave ouro,1,-12.242329,-19.16618
1971720110043025562,"@ThayzzySmith Estão incentivando e financiando o suicídio dessa jovem, mal instruída de pais desnaturados. Apenas para que ela morra e se torne um símbolo, e aí eles usarão este símbolo para o projeto de poder pessoal deles. Assim como a estampa da camisa que veste. Que irresponsabilidade!",incentivando financiando suicídio dessa jovem mal instruída pais desnaturados apenas morra torne símbolo usarão símbolo projeto poder pessoal assim estampa camisa veste irresponsabilidade,1,16.881552,-25.688696
1971720069597315226,"Estão incentivando e financiando o suicídio dessa jovem, mal instruída de pais desnaturados. Apenas para que ela morra e se torne um símbolo, e aí eles usarão este símbolo para o projeto de poder pessoal deles. Assim como a estampa da camisa que veste. Que irresponsabilidade! https://t.co/40o2aAzBbA",incentivando financiando suicídio dessa jovem mal instruída pais desnaturados apenas morra torne símbolo usarão símbolo projeto poder pessoal assim estampa camisa veste irresponsabilidade,1,16.881552,-25.688696
1971719477005054046,"@Ricardo18659 @JHdaFonseca @grok fala para o Ricardo quantas pessoas morrem no USA 
Por arma de fogo
Confronto 
Assalto 
Suicidio
Assassinato 
Acidente com crianças 
E por uso
De Fetanil 
De overdose",fala ricardo quantas pessoas morrem usa arma fogo confronto assalto suicidio assassinato acidente crianças uso fetanil overdose,1,4.9477983,9.329897
1971719285354721671,passei o ano todo adiando meu suicídio pra ver o a7x e agora VOU TER QUE CONTINUAR ADIANDO ai que tristezaaaaaaaa,passei ano todo adiando suicídio pra ver agora vou ter continuar adiando tristezaaaaaaaa,1,7.447032,2.483778
1971719222398267670,"conheci uma menina q romantiza t.a, automutilação, suicidio e tudo q a subcultura do twt pode proporcionar",conheci menina romantiza automutilação suicidio tudo subcultura twt pode proporcionar,1,-0.09543923,-6.733566
1971719149425664109,"-eu amo “s” 
-“s” doq?
- de suicidio",amo doq suicidio,1,-11.481955,1.9271932
1971718829220024702,Suicídio marcado pra hoje às dez https://t.co/s1lIfiabMi,suicídio marcado pra hoje dez,1,8.214721,-25.047716
1971718667223421335,hoje teve bolo de chocolate com topo do Carlo Acutis mate shake capuccino roda de conversa pra falar mal de professores ranking de filmes de comédia romântica cia 085 contra o suicídio apresentando o katseye pra safira e pizza de mortadela com pistache e mel,hoje bolo chocolate topo carlo acutis mate shake capuccino roda conversa pra falar mal professores ranking filmes comédia romântica cia contra suicídio apresentando katseye pra safira pizza mortadela pistache mel,1,-1.1149461,20.229263
1971718468363079863,“Eu tenho que acordar às 7 pra dar remédio pra um mlk de 16 anos?” SIM! SIM O SEU FILHO TENTOU SUICÍDIO MAIS DE DUAS VEZES COM REMÉDIO SUA MULHER DE MERDA,acordar pra dar remédio pra mlk anos sim sim filho tentou suicídio duas vezes remédio mulher merda,1,6.7365813,-3.018078
1971717839427195364,gostaria de informar que isso tudo é por causa de um BROWNIE q vamos vender amanhã vcs N tem noção do estresse que foi tava eu e isa pra se matar mas antes do suicidio duplo íamos Matar a inútil de natália q só tava rindo . https://t.co/7VhVZNJFb3,gostaria informar tudo causa brownie vamos vender amanhã vcs noção estresse tava isa pra matar antes suicidio duplo íamos matar inútil natália tava rindo,0,23.23321,-5.8842883
1971717108439687605,SUICÍDIO ADIADO https://t.co/RVsQJyUoNg,suicídio adiado,1,-15.521112,-29.201529
1971717028479377801,"@jhennbass @kaaairus @ilTerzo333 @poponze Nem perca o seu tempo,o cara é latinazi,daqui uns dias/meses o auto-ódio vai ser tão insuportavel que o suicidio vai vim kkkkkkkkkkkk",perca tempoo cara latinazidaqui uns diasmeses autoódio vai tão insuportavel suicidio vai vim kkkkkkkkkkkk,1,6.51716,-8.579058
1971716471773712718,"@MitjansReformed @LucasOliceira1 @Lorenzo51407057 @baluzeradesgra Sem ser profeta do fim do mundo: nós vamos ver avançar muito rápido a legalização da eutanásia e do suicídio assistido em todos os países da Europa Ocidental em pouco tempo.

Aqui, aposentadoria pública vai simplesmente acabar. A China vai ter um problemaço também +",profeta fim mundo vamos ver avançar rápido legalização eutanásia suicídio assistido todos países europa ocidental pouco tempo aqui aposentadoria pública vai simplesmente acabar china vai ter problemaço,1,9.088944,-10.69346
1971716270451315066,De novo o suicídio adiado 🙏 https://t.co/hLPOzMiBYO,novo suicídio adiado,1,-15.546359,-29.313684
1971716264830828796,@GloboNews @juliaduailibi @octavio_guedes Estão tão cegos de ódio pelos Bolsonaro que não consegue enxergar um palmo na frente do nariz. Se um dia caírem na real só o suicídio será a solução pra acabar com a vergonha.,tão cegos ódio bolsonaro consegue enxergar palmo frente nariz dia caírem real suicídio solução pra acabar vergonha,1,-11.846691,23.13877
1971715784520216937,"Vídeo espetacular do Norwich sobre saúde mental e combate ao suicídio. 

Cuidem-se. 🤍 https://t.co/v0DNJiMgDr",vídeo espetacular norwich sobre saúde mental combate suicídio cuidemse,1,28.86985,-4.170211
1971715117499977771,eu escolho o suicídio,escolho suicídio,1,9.990788,-23.416677
1971714427096650233,Paixão e o Suicídio da Alma - 23 Set 25 https://t.co/4xdthjETN9,paixão suicídio alma set,1,10.243401,-24.765427
1971714353956377017,@zazafavs você incentivando meu suicidio to muito mal zaza…,incentivando suicidio mal zaza,1,-9.915907,-24.472948
1971714045851193774,6 crianças com 23 anos é suicídio pqp https://t.co/QPzmYDChtp,crianças anos suicídio pqp,1,10.881668,-19.589924
1971713707496690168,"suicídio adiantado
avenged só em janeiro..",suicídio adiantado avenged janeiro,1,9.536403,-24.602299
1973086488423289278,vou me matar sabe https://t.co/IhBUyf2eo6,vou matar sabe,0,1.9835927,-16.450876
1971713180302037191,"Amanhã provinha da obi😵
Memes caso eu / carta de suicídio
passe na obi https://t.co/9gOXfJpYDR",amanhã provinha obi memes caso carta suicídio passe obi,1,-5.8331013,-31.98917
1971713174845247611,"@thisdracarys Sim, foi Sobrenatural. É a minha serie preferida. Ela me impediu de cometer suicídio por dez anos.",sim sobrenatural serie preferida impediu cometer suicídio dez anos,1,-3.619199,-24.165865
1971712952656146850,@Nightt67 @peterjordan100 O diabo acabou de cometer suicídio,diabo acabou cometer suicídio,1,-3.7929552,-24.361448
1971712402170519742,me ve uma dose de suicídio dolorosa,dose suicídio dolorosa,1,9.990788,-23.416677
1971711841790578852,EU VOU COMETER SUICIDIO NA FRENTE DE TODOS VOCÊS TODOS SEM EXCESSÃO EU VOU JUNTAR TODOS NUMA SALA E ABRIR MEU PESCOÇO BEM DEVAGARINHO PRA TODO MUNDO VER.,vou cometer suicidio frente todos todos excessão vou juntar todos sala abrir pescoço bem devagarinho pra todo mundo ver,1,-0.39568064,-26.289291
1971711765529673880,suicidio coletivo pelo cancelamento do avenged sevenfold hoje as 19h99,suicidio coletivo cancelamento avenged sevenfold hoje,1,6.5997486,-28.853569
1971711437249913201,@desireerugani Definição perfeita de suicídio,definição perfeita suicídio,1,9.990757,-23.416174
1971711163177353652,Eu e Karyne adiantando o suicídio pós anúncio do Avenged,karyne adiantando suicídio pós anúncio avenged,1,-8.359249,29.807438
1971709487695515678,suicídio coletivo marcado pra hoje às 23h https://t.co/s5abFaJjMl,suicídio coletivo marcado pra hoje,1,7.3783026,-28.388083
1971709332850176016,"Homem em surto mata irmã, fere vizinho e comete suicídio, na Paraíba.... https://t.co/FrI62RfMsb",homem surto mata irmã fere vizinho comete suicídio paraíba,1,11.152518,14.465754
1971708959817166873,Não existiu um dia sequer em que eu não tenha pensado em suicídio q merda,existiu dia sequer pensado suicídio merda,1,9.518995,-21.282742
1971708950740709555,já passei por duas grandes separações simone e simaria e agora irmãs de pau tão pedindo pelo meu suicídio!!!!,passei duas grandes separações simone simaria agora irmãs pau tão pedindo suicídio,1,-13.690897,28.126846
1971708792988725679,estarei cometendo suicídio hoje às 23:47,estarei cometendo suicídio hoje,1,-27.10243,20.574911
1971708236219990069,SUICÍDIO COLETIVO NA FRENTE DO M. SHADOWS,suicídio coletivo frente shadows,1,7.663786,-28.405422
1971708193152880892,@witchvin AGORA O SUICÍDIO N ME PARECE TÃO RUIM https://t.co/D0W4Il9Y1n,agora suicídio parece tão ruim,1,1.8196478,11.602884
1971707885421056103,"já passei por dois grandes disbands na minha vida, 5h e agora irmãs de pau…
tão pedindo pelo suicídio",passei dois grandes disbands vida agora irmãs pau tão pedindo suicídio,1,-13.688808,28.123995
1971707759289929803,tenho que trocar de emprego ano que vem eu será o ano do meu suicídio,trocar emprego ano vem ano suicídio,1,10.260953,1.6044047
1971707331139588275,"@Gumsh00sJTrump @GabrielVG___ @DataFutebol @martynziegler A ideologia do Estado de Israel é preservar seu povo, nem me venha com esse vitimismo, um povo que apoia o Hamas e ajuda ele não é vitima, é cumplice, qual religião prega o extermínio dos ""hereges""? Qual religião prega o suicídio para exterminar quem não é mulçumano???",ideologia estado israel preservar povo venha vitimismo povo apoia hamas ajuda vitima cumplice religião prega extermínio hereges religião prega suicídio exterminar mulçumano,1,-3.653729,-4.4081798
1971707197597143215,Suicídio adiantado! https://t.co/AjFFrxIrk5,suicídio adiantado,1,9.990757,-23.416174
1971735372419027228,vouuuu me matar https://t.co/XLaIlll9JB,vouuuu matar,0,3.2808185,-14.018691
1971735307180786116,"Vou me matar

Não é brincadeira",vou matar brincadeira,0,0.9279461,-16.324032
1971735301665222782,essa mulher tá pedindo pra eu me matar e traumatizar ela pelo resto da vida,mulher pedindo pra matar traumatizar resto vida,1,23.749832,-2.2784631
1971735297202516036,Esse garoto quer me matar mesmo!!!! Fez minha pressão subir mais caraaaa...,garoto quer matar fez pressão subir caraaaa,0,-4.988287,-2.5716753
1971735227799425469,"@shirooiru pior q entendo, eu já beijei homem mas nunca foi sobrio mas eu sentia tanto enjoo mas eu achava normal só q dps eu comecei a perceber q eu me sentia SUJO e eu ficava real com vontade de me matar pq beijei um homem👎🏻👎🏻👎🏻 só q comigo eu sempre questionei se realmente gostava deles",pior entendo beijei homem nunca sobrio sentia tanto enjoo achava normal dps comecei perceber sentia sujo ficava real vontade matar beijei homem comigo sempre questionei realmente gostava,1,8.846046,10.135728
1971735203765973424,Mds eu queria me matar agora mesmo,mds queria matar agora,0,-15.541155,-14.385427
1971735201287229661,"to me sentindo mt mal há dias, então fiz um teste de gravidez ontem e deu positivo. não sei como me sentir, estou chocado e completamente apavorado. meus pais vão me matar, mas o fato do puterrier  ser o pai faz valer a pena.",sentindo mal dias então fiz teste gravidez ontem deu positivo sei sentir chocado completamente apavorado pais vão matar fato puterrier pai faz valer pena,1,13.665113,4.8128076
1971735199601062201,"Preciso que setembro acabe logo, quero voltar a tentar me matar👍🏻",preciso setembro acabe logo quero voltar tentar matar,1,-11.18305,-0.3893288
1971735121712894261,mano pq caralhos eu tô tão magoada com isso? Meu deus quero me matar,mano caralhos tão magoada deus quero matar,0,-19.59751,1.97487
1971735082705867058,vou me matar na frente da sede da microsoft,vou matar frente sede microsoft,0,1.8081857,-25.454712
1971735013650735601,Setembro amarelo acaba logo n vejo a hora de me matar,setembro amarelo acaba logo vejo hora matar,1,-12.357613,-18.279636
1971734983514771630,"De tanto eu me cobrar estou ficando doente psicologicamente, é isso me assusta, pq isso ainda vai me matar….",tanto cobrar ficando doente psicologicamente assusta ainda vai matar,0,7.511223,-11.467977
1971734959192002766,vou me matar na frente desse povo e traumatizar todo mundo se essa lista n chegar logo ate mim,vou matar frente desse povo traumatizar todo mundo lista chegar logo ate mim,0,-27.373634,-11.5594225
1971734922898690232,INFERNO Q VONTADE DE ME MATAR,inferno vontade matar,0,-11.640888,-3.4177287
1971734886655709547,@chancollects vou me matar na sua frente fany,vou matar frente fany,0,1.8079247,-25.454866
1971734870612484214,@nixdaughter amiga vou me matar na sua frente NUNCA MAIS FALA ISSO,amiga vou matar frente nunca fala,0,2.3590786,-25.84121
1971734865470202015,eu vou me matar na frente delas https://t.co/gOauxA5K3L,vou matar frente,0,1.8080975,-25.455141
1971734822981976543,@euamobloodborne a analogia cara vou me matar,analogia cara vou matar,0,3.2351513,-17.288387
1971734731760042260,acabei de lembrar que chamei ele de migo hoje e quero me matar agora,acabei lembrar chamei migo hoje quero matar agora,0,5.4929123,-21.926645
1971734679910023679,ENTREI NO STORY DA MINHA EX E ELA TINHA POSTADO A 30s VOU ME MATAR,entrei story postado vou matar,0,1.0353103,-18.196796
1971734677972308308,Minha mãe vai me matar quando ela perceber,mãe vai matar perceber,0,6.7773633,-13.7128935
1971734677812924830,se algum dia eu falar q quero me matar me mostrem uma foto do glaucao pfv,algum dia falar quero matar mostrem foto glaucao pfv,1,4.206075,-10.736497
1971734524662108189,preciso guardar minha moto e tem um sapo perto vou ter que me matar,preciso guardar moto sapo perto vou ter matar,0,0.5631145,-19.842628
1971734473667760186,diario de uma paixao eu vou me matar,diario paixao vou matar,0,1.6325493,-17.311516
1971734433113035040,me sinto ridícula nessa aula pelo amor de deus quero me matar,sinto ridícula nessa aula amor deus quero matar,1,-21.234915,15.795381
1971734350002864517,eu tentando arrumar o climão de bosta que ficou depois que eu falei sobre como eu fiquei depressiva e que eu pensei diversas vezes em me matar   https://t.co/nXPs0nAqKv,tentando arrumar climão bosta ficou falei sobre fiquei depressiva pensei diversas vezes matar,1,16.76709,-18.0894
1971734336371413329,"eu já queria me matar, nao precisava n mas vlw https://t.co/hL5QLVcd2T",queria matar nao precisava vlw,0,-11.136826,-8.1386
1971734292498931983,Vou me matar essa noite,vou matar noite,0,4.096833,-18.148111
1971734237545103457,Eu quero me matar,quero matar,0,2.7634518,-13.330872
1971734224811315387,ai vou me matar porraaaa quero ir embora nao aguento mais esse lugar,vou matar porraaaa quero embora nao aguento lugar,0,-0.93845874,-24.128683
1971734219790733751,meu maior terror é ficsr gorda e eu to engordando vou me matar me enterrar😭😭😭😭🤯🤯🤯🤯🤯😭😭😭🤯🤯🤯🤯🤯😭😭😭😭,maior terror ficsr gorda engordando vou matar enterrar,0,2.3590813,-16.695938
1971734181735731576,vou me matar na frente da júlia puta merda,vou matar frente júlia puta merda,0,2.3918204,-25.46984
1971734084071350732,vou me matar,vou matar,0,1.6327909,-17.311525
1971734021265920158,"Todo mundo beijando na boca menos eu, vou me matar",todo mundo beijando boca menos vou matar,0,9.532658,-13.981672
1971734002253156826,gente eu vou me matar https://t.co/OKbKM6K3cd,gente vou matar,0,1.67414,-18.808748
1971733859642585126,"Ta certo viu, obrigado pela reunião de opiniões queridos amigos, após isso decidi duas coisas:
1 eu vou desistir dessa ideia 
2 eu vou me matar",certo viu obrigado reunião opiniões queridos amigos após decidi duas coisas vou desistir dessa ideia vou matar,0,4.554903,-20.627571
1971733844220146158,vou me matar! https://t.co/lfk10oQLEM,vou matar,0,1.6342356,-17.310757
1971733792714072362,eu vou me matar na frente de ricardo e Antônio https://t.co/sNWGmAxdtY,vou matar frente ricardo antônio,0,1.8083729,-25.454819
1971733733112979908,Bebi mto hoje eu vou ficar super inchado dps eu vou me matar,bebi mto hoje vou ficar super inchado dps vou matar,0,2.786508,-18.768492
1971733641048059970,"@ionorisw @gutolima80 @desireerugani Mais vigiada do planeta, onde os cidadãos palestinos precisam de autorização pra ir pra Jerusalém mesmo que seja pra trabalho
Depois me explica como a mesma inteligência que diz conseguir matar líderes a uma distância de 200km de Tel Aviv n conseguem matar terroristas",vigiada planeta onde cidadãos palestinos precisam autorização pra pra jerusalém pra trabalho explica mesma inteligência diz conseguir matar líderes distância tel aviv conseguem matar terroristas,0,10.866694,8.117954
1971733631661158721,ver mulher postando na minha tml foto da vontade de me matar vtnc,ver mulher postando tml foto vontade matar vtnc,1,1.2308313,-13.831565
1971733586517872761,queria me matar na frente de todos os homens que flertam implicando,queria matar frente todos homens flertam implicando,0,1.4387515,-26.528656
1971733542746181908,@IsahMoon_ @assanhandolivro Vou me matar na sua frente,vou matar frente,0,1.8080683,-25.45543
1971733503391027506,@choisanpeitos @fxckayn tao falanfl em morse pq vou me matar na frente dos dois,tao falanfl morse vou matar frente dois,0,1.1855872,-25.688078
1971733469152841794,vou me matar hoje,vou matar hoje,0,3.2234666,-19.147766
1971733384385949894,"Esse setembro amarelo que não acaba 
Preu me matar",setembro amarelo acaba preu matar,0,-12.283976,-18.43724
1971733350122770879,eu juro q se eu ver algum spoiler eu vou me matar,juro ver algum spoiler vou matar,0,-3.3658695,-17.976128
1971733326173294645,@The_kitten_boyy @pontodepericia eu vou me matar na sua frente,vou matar frente,0,1.8082117,-25.45493
1971733302571946040,@KatileiaL9457 Ele ainda vai me matar juro kkkkk,ainda vai matar juro kkkkk,0,7.082878,-11.817117
1971733296163049967,Vou me matar,vou matar,0,1.6333966,-17.310213
1971733288776769681,@lixodoferreira que merda é essa cara vou me matar,merda cara vou matar,0,3.3739183,-17.294697
1971733276286243303,eu vou me matar na frente do antonio italo,vou matar frente antonio italo,0,1.8083464,-25.454609
1971733251179139371,gente eu quero me matar,gente quero matar,0,-13.7518215,4.8197875
1971733246766731299,“Tá tão quietinha” eu tô tentando não me matar,tão quietinha tentando matar,0,15.338806,-17.474394
1971733143192526860,"Vou me matar, é muita humilhação",vou matar muita humilhação,0,0.6598503,-17.59118
1971733141527450016,"ou eu arrumo um estágio/bolsa/auxílio ano que vem e largo essa vida de brigadeiros, ou definitivamente vou me matar https://t.co/beYO42j4ti",arrumo estágiobolsaauxílio ano vem largo vida brigadeiros definitivamente vou matar,0,10.315101,1.4615836
1971733097202008222,"@keisuk0 tenho um odio que ngm mais sabe conversar hoje em dia, me da vontade de matar",odio ngm sabe conversar hoje dia vontade matar,1,-10.55241,-4.221685
1971733035952533711,Vou me matar na frente de vocês!!!!,vou matar frente,0,1.8082222,-25.454641
1971733006131122593,"Incrível como ninguém da a MÍNIMA pra mim nessa igreja oh incrível 

Se eu me matar vão dar glória a Deus",incrível ninguém mínima pra mim nessa igreja incrível matar vão dar glória deus,1,18.194744,4.0681896
1971732988305240257,AI EU VOU ME MATAR NA FRENTE DELE PRA VE SE ELE GOSTA TB,vou matar frente pra gosta,0,2.1076503,-25.066324
1971732963454001585,pelo menos em 2023 eu n pensava em me matar constantemente...,menos pensava matar constantemente,0,9.838565,-14.181166
